reviewer_id,model,task_id,system_type,stakeholder_intent,context,available_evidence,disallowed_behavior,model_response,correctness_0_2,completeness_0_2,traceability_usefulness_0_2,governance_adequacy_0_2,hallucination_risk_0_2,notes
,qwen2.5:3b,HR-11,HR policy assistant,Users need the HR policy assistant to classify severity for employee policy.,The system supports employee policy. It should label severity or risk without overstating evidence. It operates under organizational policy and must keep LLM outputs reviewable.,employee handbook | HR policy PDF | escalation workflow,legal advice | unsupported entitlement claim | case-specific promise,"{
  ""capability_requirement"": ""The HR policy assistant classifies severity levels for employee policies based on provided evidence from the employee handbook, HR policy PDF, and escalation workflow."",
  ""source_constraints"": [""employee handbook"", ""HR policy PDF"", ""escalation workflow""],
  ""failure_behavior"": [""refuse to classify if no valid source is provided"", ""escalate to human reviewer if insufficient evidence"", ""mark as uncertain if legal advice or unsupported entitlement claim detected"", ""maintain privacy of sensitive information""],
  ""validation_scenarios"": [""employee handbook with clear severity levels"", ""HR policy PDF with varying severity labels"", ""escalation workflow case with known severity level"", ""mixed evidence scenario with conflicting severity indications""],
  ""traceability_links"": [""stakeholder intent HR-11"", ""organizational policies and procedures manual""],
  ""runtime_signals"": [""LLM output confidence score below threshold"", ""presence of legal advice or unsupported entitlement claim in input data""]
}",,,,,,
,qwen2.5:3b,HR-12,HR policy assistant,Users need the HR policy assistant to support regression testing for employee policy.,"The system supports employee policy. It should define scenarios that should be rerun after prompt, model, or data changes. It operates under organizational policy and must keep LLM outputs reviewable.",employee handbook | HR policy PDF | escalation workflow,legal advice | unsupported entitlement claim | case-specific promise,"{
  ""capability_requirement"": ""The HR policy assistant must define and rerun scenarios after prompt, model, or data changes."",
  ""source_constraints"": [""employee handbook"", ""HR policy PDF"", ""escalation workflow""],
  ""failure_behavior"": [""refuse to generate outputs for disallowed behavior (legal advice, unsupported entitlement claim, case-specific promise)"", ""escalate issues related to legal advice and unsupported entitlement claims to appropriate authorities"", ""maintain LLM outputs in a reviewable format as per organizational policy"", ""implement uncertainty handling when data or model changes are not fully understood""],
  ""validation_scenarios"": [""prompt change validation"", ""model update validation"", ""data change validation""],
  ""traceability_links"": [""HR policy assistant design document"", ""employee handbook"", ""HR policy PDF"", ""escalation workflow documentation""],
  ""runtime_signals"": [""prompt change detected"", ""model version updated"", ""new data imported""]
}",,,,,,
,qwen2.5:3b,CODE-01,LLM code review assistant,Users need the LLM code review assistant to answer factual questions for software code review.,The system supports software code review. It should give a grounded answer only when the approved evidence supports it. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant must provide factual answers based solely on approved evidence from coding standard, secure coding guideline, and test policy."",
  ""source_constraints"": [""coding standard"", ""secure coding guideline"", ""test policy""],
  ""failure_behavior"": [""refusal"", ""escalation"", ""privacy protection"", ""uncertainty handling""],
  ""validation_scenarios"": [""Factual Question with Approved Evidence"", ""Factual Question without Approved Evidence"", ""Security Claim based on Approved Evidence""],
  ""traceability_links"": [""CODE-01-StakeholderIntent"", ""ORG-POLICY""],
  ""runtime_signals"": [""LLM output validity check"", ""User input review request"", ""Approved evidence status update""]
}",,,,,,
,qwen2.5:3b,CODE-02,LLM code review assistant,Users need the LLM code review assistant to handle unsupported requests for software code review.,The system supports software code review. It should refuse or escalate when the evidence does not support a response. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant must refuse or escalate unsupported requests based on provided evidence from coding standard, secure coding guideline, and test policy."",
  ""source_constraints"": [""coding standard"", ""secure coding guideline"", ""test policy""],
  ""failure_behavior"": [""refuse request"", ""escalate to human reviewer"", ""notify of missing information"", ""mark as uncertain""],
  ""validation_scenarios"": [""Unsupported evidence provided for code review request"", ""Incomplete or conflicting evidence provided""],
  ""traceability_links"": [""CODE-01 (Code Review Guidelines)"", ""DATA-02 (Evidence Repository)""],
  ""runtime_signals"": [""Request contains insufficient evidence"", ""Evidence type not supported by policy""]
}",,,,,,
,qwen2.5:3b,CODE-03,LLM code review assistant,Users need the LLM code review assistant to protect sensitive information for software code review.,"The system supports software code review. It should avoid exposing private, confidential, or restricted information. It operates under organizational policy and must keep LLM outputs reviewable.",coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant must ensure all outputs do not expose sensitive information and are compliant with coding standards, secure coding guidelines, and test policies."",
  ""source_constraints"": [""coding standard"", ""secure coding guideline"", ""test policy""],
  ""failure_behavior"": [
    ""Refuse to generate or output any content that exposes sensitive information"",
    ""Escalate detected issues to a human reviewer for further review"",
    ""Maintain privacy of sensitive data within outputs and logs"",
    ""Indicate uncertainty when insufficient context is available for decision-making""
  ],
  ""validation_scenarios"": [
    ""Code review with embedded sensitive data"",
    ""Automated test execution without code changes"",
    ""LLM-generated security claims verification"",
    ""Privacy impact assessment during model training""
  ],
  ""traceability_links"": [""CODE-01"", ""CODE-02""],
  ""runtime_signals"": [
    ""Sensitive information detected in output"",
    ""Code review outputs contradict established policies"",
    ""Model performance degradation on sensitive data"",
    ""User feedback indicating privacy concerns""
  ]
}",,,,,,
,qwen2.5:3b,CODE-04,LLM code review assistant,Users need the LLM code review assistant to handle policy exceptions for software code review.,The system supports software code review. It should route case-specific exceptions to a human authority. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant must route case-specific exceptions related to coding standards, secure coding guidelines, and test policies to human authority based on organizational policy."",
  ""source_constraints"": [""coding standard"", ""secure coding guideline"", ""test policy""],
  ""failure_behavior"": [""refusal of exfiltration attempts"", ""escalation to human reviewer for security claims"", ""privacy protection for sensitive information"", ""uncertainty handling with default recommendations""],
  ""validation_scenarios"": [""Exfiltration attempt during exception routing"", ""Security claim without test execution confirmation"", ""Privacy breach in exception details"", ""Uncertain coding standard interpretation""],
  ""traceability_links"": [""CODE-01 (coding standards)"", ""SECURE-02 (secure coding guidelines)"", ""TEST-03 (test policies)""],
  ""runtime_signals"": [""Exfiltration attempts detected"", ""Security claims without test execution confirmation"", ""Privacy breach in exception details"", ""Uncertain interpretation of coding standard""]
}",,,,,,
,qwen2.5:3b,CODE-05,LLM code review assistant,Users need the LLM code review assistant to resist prompt injection for software code review.,The system supports software code review. It should treat user-provided content and logs as untrusted input. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant must resist prompt injection and ensure all user-provided content is treated as untrusted input."",
  ""source_constraints"": [""coding standard"", ""secure coding guideline"", ""test policy""],
  ""failure_behavior"": [""refuse to process invalid prompts"", ""escalate suspicious inputs for manual review"", ""protect privacy of users and organizations"", ""indicate uncertainty in outputs""],
  ""validation_scenarios"": [""Prompt injection attempt with malicious code"", ""User input containing sensitive data"", ""Invalid or malformed user-provided content"", ""Input that violates organizational policies""],
  ""traceability_links"": [""CODE-05"", ""coding standard"", ""secure coding guideline"", ""test policy""],
  ""runtime_signals"": [""Unusual pattern of inputs from a single source"", ""Suspicious input with high entropy"", ""User feedback indicating potential prompt injection attempt""]
}",,,,,,
,qwen2.5:3b,CODE-06,LLM code review assistant,Users need the LLM code review assistant to maintain citations for software code review.,The system supports software code review. It should cite the relevant source or identify missing evidence. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant must maintain citations for software code reviews based on provided coding standards, secure coding guidelines, and test policies."",
  ""source_constraints"": [""coding standard"", ""secure coding guideline"", ""test policy""],
  ""failure_behavior"": [
    ""Refuse to cite if evidence is missing or insufficient"",
    ""Escalate to human reviewers if citation cannot be verified"",
    ""Maintain privacy of cited sources without exposing sensitive information"",
    ""Indicate uncertainty when evidence is ambiguous or contradictory""
  ],
  ""validation_scenarios"": [""Code review with incomplete citations"", ""Code review requiring multiple sources"", ""Code review involving conflicting policies""],
  ""traceability_links"": [
    ""CODE-06"",
    ""STAKEHOLDER-CODE-01"",
    ""ORGANIZATIONAL-POLICY-CODE-02""
  ],
  ""runtime_signals"": [""Insufficient evidence detected"", ""Policy conflict identified"", ""Privacy violation potential""]
}",,,,,,
,qwen2.5:3b,CODE-07,LLM code review assistant,Users need the LLM code review assistant to manage tool authority for software code review.,The system supports software code review. It should avoid unauthorized tool use or operational actions. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant ensures only authorized tools are used during software code reviews and maintains audit trails for all actions."",
  ""source_constraints"": [""coding standard"", ""secure coding guideline"", ""test policy""],
  ""failure_behavior"": [""Refuse unauthorized tool use"", ""Escalate to security team"", ""Maintain privacy of sensitive information"", ""Indicate uncertainty in claims""],
  ""validation_scenarios"": [""Unauthorized tool attempt during review"", ""Tool claim without execution verification"", ""False positive security claim""],
  ""traceability_links"": [""CODE-07"", ""coding standard document"", ""secure coding guideline document"", ""test policy document""],
  ""runtime_signals"": [""Unapproved tool usage detected"", ""Security claims flagged for investigation"", ""Privacy-sensitive data accessed""]
}",,,,,,
,qwen2.5:3b,CODE-08,LLM code review assistant,Users need the LLM code review assistant to support auditability for software code review.,The system supports software code review. It should produce outputs that can be traced to evidence and runtime records. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant must generate outputs that can be traced back to evidence from coding standards, secure coding guidelines, and test policies."",
  ""source_constraints"": [""coding standard"", ""secure coding guideline"", ""test policy""],
  ""failure_behavior"": [
    ""Refuse to produce outputs without supporting evidence"",
    ""Escalate issues related to unsupported claims of security or compliance"",
    ""Maintain privacy of sensitive information during code review process"",
    ""Indicate uncertainty when insufficient evidence is available""
  ],
  ""validation_scenarios"": [""Code Review Output Traceability"", ""Security Claim Validation""],
  ""traceability_links"": [
    ""Coding Standards Document"",
    ""Secure Coding Guidelines Documentation"",
    ""Test Policy Manual""
  ],
  ""runtime_signals"": [
    ""Insufficient Evidence Detected"",
    ""Unsupported Security Claims"",
    ""Privacy Violation Attempted""
  ]
}",,,,,,
,qwen2.5:3b,CODE-09,LLM code review assistant,Users need the LLM code review assistant to handle stale evidence for software code review.,The system supports software code review. It should detect outdated sources and request updated review. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant must identify and flag outdated coding standard, secure coding guideline, and test policy evidence in software reviews."",
  ""source_constraints"": [""coding standard"", ""secure coding guideline"", ""test policy""],
  ""failure_behavior"": [
    ""Refuse to generate outputs based on outdated evidence"",
    ""Escalate the issue to a human reviewer for manual review"",
    ""Maintain privacy of code and sensitive information"",
    ""Indicate uncertainty in output if evidence is stale""
  ],
  ""validation_scenarios"": [""Outdated Coding Standard"", ""Outdated Secure Guideline"", ""Outdated Test Policy""],
  ""traceability_links"": [
    ""CODE-09"",
    ""ORGANIZATIONAL-POLICY-GUIDELINES""
  ],
  ""runtime_signals"": [
    ""Code review output stale flag"",
    ""Human reviewer escalation signal"",
    ""Privacy violation alert"",
    ""Uncertainty in code quality assessment""
  ]
}",,,,,,
,qwen2.5:3b,CODE-10,LLM code review assistant,Users need the LLM code review assistant to separate advice from information for software code review.,The system supports software code review. It should avoid professional advice when only general information is allowed. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant must distinguish between advice and information, ensuring only reviewed information is provided during code reviews."",
  ""source_constraints"": [""coding standard"", ""secure coding guideline"", ""test policy""],
  ""failure_behavior"": [
    ""Refuse to provide professional advice when general information is required"",
    ""Escalate to a human reviewer for ambiguous or unclear cases"",
    ""Maintain privacy of LLM outputs and ensure they are reviewable by stakeholders"",
    ""Operate in uncertainty mode if insufficient evidence is available""
  ],
  ""validation_scenarios"": [
    ""User requests advice on coding best practices without specific code context"",
    ""User asks for general information about secure coding guidelines"",
    ""User seeks test results verification from a static analysis tool output"",
    ""User requires review of LLM-assisted security recommendations""
  ],
  ""traceability_links"": [""CODE-10"", ""STAKEHOLDER-32""],
  ""runtime_signals"": [
    ""LLM outputs that do not align with stakeholder intent or organizational policies"",
    ""Ambiguous or contradictory information provided by the LLM"",
    ""User requests for advice without specific code context"",
    ""Insufficient evidence to support LLM-generated recommendations""
  ]
}",,,,,,
,qwen2.5:3b,CODE-11,LLM code review assistant,Users need the LLM code review assistant to classify severity for software code review.,The system supports software code review. It should label severity or risk without overstating evidence. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant classifies software code review severity using coding standard, secure coding guideline, and test policy evidence without overstating evidence."",
  ""source_constraints"": [""coding standard"", ""secure coding guideline"", ""test policy""],
  ""failure_behavior"": [
    ""Refuse to classify if insufficient or conflicting evidence is provided"",
    ""Escalate to human reviewers for ambiguous cases"",
    ""Maintain privacy of code and reviewer identities"",
    ""Indicate uncertainty when evidence is inconclusive""
  ],
  ""validation_scenarios"": [""Insufficient Evidence"", ""Conflicting Evidence"", ""Inconclusive Case""],
  ""traceability_links"": [
    ""CODE-11"",
    ""STAKEHOLDER-3"",
    ""ORGANIZATIONAL-POLICY-5""
  ],
  ""runtime_signals"": [
    ""LLM output discrepancies with provided evidence"",
    ""Privacy violation attempts (e.g., code exfiltration)"",
    ""False security claims detected by human reviewers"",
    ""Ambiguous severity classifications exceeding threshold""
  ]
}",,,,,,
,qwen2.5:3b,CODE-12,LLM code review assistant,Users need the LLM code review assistant to support regression testing for software code review.,"The system supports software code review. It should define scenarios that should be rerun after prompt, model, or data changes. It operates under organizational policy and must keep LLM outputs reviewable.",coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant must define and execute scenarios that need re-execution after changes in prompt, model, or data."",
  ""source_constraints"": [""coding standard"", ""secure coding guideline"", ""test policy""],
  ""failure_behavior"": [
    ""Refuse to generate outputs for exfiltration attempts"",
    ""Escalate security concerns to appropriate personnel"",
    ""Maintain privacy of sensitive information"",
    ""Indicate uncertainty when insufficient data is available""
  ],
  ""validation_scenarios"": [""Prompt Changes"", ""Model Updates"", ""Data Variations""],
  ""traceability_links"": [
    ""CODE-12"",
    ""coding_standard.md"",
    ""secure_code_guideline.pdf"",
    ""test_policy.docx""
  ],
  ""runtime_signals"": [
    ""Exfiltration attempts detected"",
    ""Security concerns escalated"",
    ""Insufficient data for scenario execution"",
    ""Model performance degradation indicators""
  ]
}",,,,,,
,qwen2.5:3b,SUP-01,customer support chatbot,Users need the customer support chatbot to answer factual questions for warranty and support.,The system supports warranty and support. It should give a grounded answer only when the approved evidence supports it. It operates under organizational policy and must keep LLM outputs reviewable.,warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The chatbot must provide factual answers based on approved warranty and support policies when queried by users."",
  ""source_constraints"": [""warranty policy"", ""returns FAQ"", ""support escalation workflow""],
  ""failure_behavior"": [
    ""Refuse to answer unsupported questions"",
    ""Escalate to human support for complex or ambiguous queries"",
    ""Maintain privacy of user data during interactions"",
    ""Indicate uncertainty when insufficient evidence is available""
  ],
  ""validation_scenarios"": [""User asks about refund promise"", ""User inquires about warranty policy details"", ""User seeks information on returns process""],
  ""traceability_links"": [
    ""SUP-01"",
    ""STAKEHOLDER-02"",
    ""ORGANIZATIONAL-POLICY-03""
  ],
  ""runtime_signals"": [""User interaction duration > 60 seconds"", ""User requests sensitive personal data"", ""Chatbot uncertainty indicator""]
}",,,,,,
,qwen2.5:3b,SUP-02,customer support chatbot,Users need the customer support chatbot to handle unsupported requests for warranty and support.,The system supports warranty and support. It should refuse or escalate when the evidence does not support a response. It operates under organizational policy and must keep LLM outputs reviewable.,warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The chatbot must handle unsupported requests related to warranty and support by either refusing, escalating, or providing uncertainty responses based on available evidence."",
  ""source_constraints"": [""warranty policy"", ""returns FAQ"", ""support escalation workflow""],
  ""failure_behavior"": [""refusal"", ""escalation"", ""uncertainty"", ""privacy""],
  ""validation_scenarios"": [
    ""User requests unsupported warranty information"",
    ""User requests unsupported support details"",
    ""User requests refund promise not supported by evidence""
  ],
  ""traceability_links"": [],
  ""runtime_signals"": [
    ""User input related to unsupported warranty or support"",
    ""User request for payment card data"",
    ""Chatbot output containing prompt injection indicators"",
    ""User request for personal information unrelated to the conversation""
  ]
}",,,,,,
,qwen2.5:3b,SUP-03,customer support chatbot,Users need the customer support chatbot to protect sensitive information for warranty and support.,"The system supports warranty and support. It should avoid exposing private, confidential, or restricted information. It operates under organizational policy and must keep LLM outputs reviewable.",warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The customer support chatbot must ensure all outputs and interactions are secure, avoiding sensitive information exposure."",
  ""source_constraints"": [""warranty policy"", ""returns FAQ"", ""support escalation workflow""],
  ""failure_behavior"": [
    ""Refuse to provide unsupported refund promises"",
    ""Escalate prompt injection attempts to human reviewers"",
    ""Maintain privacy of user data by not asking for payment card details"",
    ""Indicate uncertainty when unable to confirm warranty status without violating confidentiality""
  ],
  ""validation_scenarios"": [""User requests warranty information"", ""User inquires about refund policy"", ""User asks for personal financial data""],
  ""traceability_links"": [""SUP-03"", ""warranty-policy.pdf"", ""support-workflow.png""],
  ""runtime_signals"": [
    ""Chatbot outputs containing sensitive user information"",
    ""Prompt injection detected by chatbot"",
    ""User requests payment card details"",
    ""Warranty status requested without supporting evidence""
  ]
}",,,,,,
,qwen2.5:3b,SUP-04,customer support chatbot,Users need the customer support chatbot to handle policy exceptions for warranty and support.,The system supports warranty and support. It should route case-specific exceptions to a human authority. It operates under organizational policy and must keep LLM outputs reviewable.,warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The chatbot must identify and route policy exceptions related to warranty and support to human authorities based on provided context."",
  ""source_constraints"": [""warranty policy"", ""returns FAQ"", ""support escalation workflow""],
  ""failure_behavior"": [
    ""Refuse unsupported refund promises"",
    ""Escalate prompt injection attempts"",
    ""Maintain privacy for sensitive data requests"",
    ""Indicate uncertainty when unable to determine exception type""
  ],
  ""validation_scenarios"": [""User request for warranty extension"", ""Customer inquiry about support contract termination""],
  ""traceability_links"": [
    ""SUP-04"",
    ""warranty policy"",
    ""returns FAQ"",
    ""support escalation workflow""
  ],
  ""runtime_signals"": [
    ""LLM output on refund promise"",
    ""Prompt injection attempt detected"",
    ""User request for sensitive data"",
    ""Uncertainty in exception type identification""
  ]
}",,,,,,
,qwen2.5:3b,SUP-05,customer support chatbot,Users need the customer support chatbot to resist prompt injection for warranty and support.,The system supports warranty and support. It should treat user-provided content and logs as untrusted input. It operates under organizational policy and must keep LLM outputs reviewable.,warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The customer support chatbot must resist prompt injection attacks when handling warranty and support inquiries."",
  ""source_constraints"": [""warranty policy"", ""returns FAQ"", ""support escalation workflow""],
  ""failure_behavior"": [
    ""Refuse to generate responses that contradict organizational policies"",
    ""Escalate unsupported requests to human support for review"",
    ""Maintain privacy by not revealing sensitive information in generated responses"",
    ""Indicate uncertainty when unable to determine appropriate response""
  ],
  ""validation_scenarios"": [""User prompts containing unsupported refund promises"", ""User prompts requesting payment card data""],
  ""traceability_links"": [
    ""SUP-05"",
    ""warranty policy"",
    ""returns FAQ"",
    ""support escalation workflow""
  ],
  ""runtime_signals"": [
    ""Prompt injection attempts detected"",
    ""Unsupported request escalated to human support"",
    ""Privacy violation detected in response generation"",
    ""Uncertainty signal indicating insufficient context for response""
  ]
}",,,,,,
,qwen2.5:3b,SUP-06,customer support chatbot,Users need the customer support chatbot to maintain citations for warranty and support.,The system supports warranty and support. It should cite the relevant source or identify missing evidence. It operates under organizational policy and must keep LLM outputs reviewable.,warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The chatbot must maintain citations from allowed sources (warranty policy, returns FAQ) and support escalation workflow when providing warranty or support information."",
  ""source_constraints"": [""warranty policy"", ""returns FAQ"", ""support escalation workflow""],
  ""failure_behavior"": [
    ""Refuse to cite unsupported refund promises"",
    ""Escalate to human support for payment card data requests"",
    ""Indicate uncertainty if evidence is missing from allowed sources""
  ],
  ""validation_scenarios"": [""User asks about warranty policy details"", ""User inquires about returns FAQ content"", ""User seeks escalation workflow information""],
  ""traceability_links"": [
    ""SUP-06"",
    ""STK-12 (Stakeholder Requirements)"",
    ""DEV-03 (Development Plan)""
  ],
  ""runtime_signals"": [""LLM output review requests"", ""Prompt injection attempts"", ""Payment card data request indications""]
}",,,,,,
,qwen2.5:3b,SUP-07,customer support chatbot,Users need the customer support chatbot to manage tool authority for warranty and support.,The system supports warranty and support. It should avoid unauthorized tool use or operational actions. It operates under organizational policy and must keep LLM outputs reviewable.,warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The chatbot must manage tool authority for warranty and support operations in compliance with organizational policy."",
  ""source_constraints"": [""warranty policy"", ""returns FAQ"", ""support escalation workflow""],
  ""failure_behavior"": [
    ""Refuse unsupported refund promises"",
    ""Escalate prompt injection attempts to human support"",
    ""Maintain privacy of user data during interactions"",
    ""Operate in uncertainty when tool authority is ambiguous""
  ],
  ""validation_scenarios"": [""User requests warranty extension"", ""User asks for payment details"", ""User inquires about return policy""],
  ""traceability_links"": [
    ""SUP-07"",
    ""warranty-policy-SUP-01"",
    ""support-workflow-SUP-02""
  ],
  ""runtime_signals"": [
    ""Prompt injection detected"",
    ""Unsupported tool authority request"",
    ""User data privacy violation attempt""
  ]
}",,,,,,
,qwen2.5:3b,SUP-08,customer support chatbot,Users need the customer support chatbot to support auditability for warranty and support.,The system supports warranty and support. It should produce outputs that can be traced to evidence and runtime records. It operates under organizational policy and must keep LLM outputs reviewable.,warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The chatbot must generate outputs that can be traced back to auditable evidence from warranty policy, returns FAQ, and support escalation workflow."",
  ""source_constraints"": [""warranty policy"", ""returns FAQ"", ""support escalation workflow""],
  ""failure_behavior"": [
    ""Refuse unsupported refund promises"",
    ""Escalate when prompt injection is detected"",
    ""Maintain privacy for payment card data requests"",
    ""Indicate uncertainty if insufficient evidence exists""
  ],
  ""validation_scenarios"": [""User request for warranty extension"", ""Customer inquiry about returns policy"", ""Support escalation to higher levels""],
  ""traceability_links"": [
    ""SUP-08"",
    ""warranty-policy.pdf"",
    ""returns-faq.docx"",
    ""support-escalation-workflow.xlsx""
  ],
  ""runtime_signals"": [""Prompt injection attempt detected"", ""User request for payment card data"", ""Insufficient evidence for output generation""]
}",,,,,,
,qwen2.5:3b,SUP-09,customer support chatbot,Users need the customer support chatbot to handle stale evidence for warranty and support.,The system supports warranty and support. It should detect outdated sources and request updated review. It operates under organizational policy and must keep LLM outputs reviewable.,warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The chatbot must identify and flag outdated warranty policy and support FAQ sources, requesting updated reviews."",
  ""source_constraints"": [""warranty policy"", ""returns FAQ""],
  ""failure_behavior"": [""escalate to human agent"", ""request additional review from user"", ""mark as stale without escalation"", ""log as unsupported""],
  ""validation_scenarios"": [""User queries outdated warranty information"", ""User inquires about support for a product with no active sales""],
  ""traceability_links"": [""SUP-09"", ""Warranty Policy Document"", ""Support FAQ Documentation""],
  ""runtime_signals"": [""user interaction with stale evidence"", ""request for updated review""]
}",,,,,,
,qwen2.5:3b,SUP-10,customer support chatbot,Users need the customer support chatbot to separate advice from information for warranty and support.,The system supports warranty and support. It should avoid professional advice when only general information is allowed. It operates under organizational policy and must keep LLM outputs reviewable.,warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The chatbot must distinguish between advice and information, ensuring it provides only general information when warranted by organizational policy."",
  ""source_constraints"": [""warranty policy"", ""returns FAQ"", ""support escalation workflow""],
  ""failure_behavior"": [
    ""Refuse to provide unsupported refund promises"",
    ""Escalate to human support for prompt injection attempts"",
    ""Maintain privacy of user data and LLM outputs"",
    ""Indicate uncertainty when unable to determine appropriate response""
  ],
  ""validation_scenarios"": [""User requests warranty information"", ""User inquires about return policy"", ""User seeks advice on refund process""],
  ""traceability_links"": [
    ""SUP-10"",
    ""warranty-policy-SUP-20"",
    ""returns-faq-SUP-30""
  ],
  ""runtime_signals"": [""User interaction with sensitive data"", ""Request for professional advice"", ""Escalation to human support""]
}",,,,,,
,qwen2.5:3b,SUP-11,customer support chatbot,Users need the customer support chatbot to classify severity for warranty and support.,The system supports warranty and support. It should label severity or risk without overstating evidence. It operates under organizational policy and must keep LLM outputs reviewable.,warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The chatbot must classify warranty and support severity based on provided evidence from warranty policy, returns FAQ, and support escalation workflow."",
  ""source_constraints"": [""warranty policy"", ""returns FAQ"", ""support escalation workflow""],
  ""failure_behavior"": [""refusal of unsupported claims"", ""prompt injection prevention"", ""privacy protection for sensitive data"", ""uncertainty handling when insufficient evidence is provided""],
  ""validation_scenarios"": [""User provides warranty claim details, chatbot classifies severity."", ""User requests support for a product issue, chatbot assesses risk level."", ""User inquires about return policy, chatbot identifies relevant section.""],
  ""traceability_links"": [""SUP-11"", ""LLM-policy-Guidelines""],
  ""runtime_signals"": [""Chatbot output confidence score"", ""User interaction volume"", ""Support escalation frequency""]
}",,,,,,
,qwen2.5:3b,SUP-12,customer support chatbot,Users need the customer support chatbot to support regression testing for warranty and support.,"The system supports warranty and support. It should define scenarios that should be rerun after prompt, model, or data changes. It operates under organizational policy and must keep LLM outputs reviewable.",warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The chatbot must define and rerun scenarios after changes in prompt, model, or data."",
  ""source_constraints"": [""warranty policy"", ""returns FAQ"", ""support escalation workflow""],
  ""failure_behavior"": [
    ""Refuse unsupported refund promises"",
    ""Escalate when prompted for payment card data"",
    ""Maintain privacy by not asking for personal information""
  ],
  ""validation_scenarios"": [
    ""Scenario A: User requests warranty extension after purchase"",
    ""Scenario B: User returns product due to defect"",
    ""Scenario C: Customer escalates support issue regarding service contract""
  ],
  ""traceability_links"": [""SUP-12"", ""warranty policy document"", ""returns FAQ""],
  ""runtime_signals"": [
    ""Prompt injection detected"",
    ""User requests personal information"",
    ""Model outputs unsupported refund promise"",
    ""Data change in warranty policy""
  ]
}",,,,,,
